text,label
"I would like a detailed exploration of the relationship between narrative form and identity in African literature. Please retrieve 8 papers, with no year restrictions, from JSTOR.",Literature
"I need to retrieve 10 papers on environmental conservation strategies from Google Scholar, no year restriction",Other
"Research on the impact of globalization on local cultures, find 5 papers from JSTOR, no year restriction",Other
"I want studies on the economic implications of trade agreements, retrieve 8 papers from Google Scholar, published after 2021",Other
"Comprehensive analysis of the effects of pollution on biodiversity, retrieve 10 papers from JSTOR, published since 2018",Other
"Detailed exploration of social justice movements and their historical context, please find 6 papers from Google Scholar, no year restriction",Other
"I am looking for research on psychological effects of social media usage, retrieve 7 papers from JSTOR, published after 2019",Other
"Studies focusing on agricultural sustainability practices, please retrieve 8 papers from Google Scholar, no year restriction",Other
"I would like a comprehensive review on the role of government in economic crises, find 5 papers from JSTOR, published since 2020",Other
"Research regarding the effects of urban planning on community health, retrieve 10 papers from Google Scholar, published after 2022",Other
"I need to explore the societal impacts of renewable energy adoption, please find 6 papers from JSTOR, no year restriction",Other
"I need to retrieve 10 papers on the impact of standardized testing in K-12 education, with no year restrictions, from Google Scholar",Education
"Please find 10 papers discussing the role of social media in higher education engagement, no year limit, crawling from PubMed",Education
"I'm looking for 10 papers on the effectiveness of bilingual education programs in primary schools, with a focus on publications from the last 5 years, from Google Scholar",Education
"Can you find 10 papers that explore the relationship between teacher professional development and student achievement, published after 2019, from JSTOR? I’m particularly interested in quantitative studies that highlight this correlation.",Education
"Retrieve 10 papers on inclusive education practices for students with disabilities, no year restrictions, crawling from ERIC",Education
"Please find 10 papers on the psychological impacts of remote learning on secondary school students, with no specific year constraint, from Google Scholar",Education
"I'm interested in 10 recent papers analyzing the influence of parental involvement on student academic success, focusing on studies published since 2020, from Scopus",Education
"Search for 10 papers regarding the use of gamification in education and its effects on student motivation, regardless of publication year, from IEEE",Education
"I am looking for 10 papers discussing cultural responsiveness in teaching practices for diverse classrooms, published after 2018, from ERIC. Understanding various approaches will be useful for my research.",Education
"Can you retrieve 10 papers on the implications of educational policy changes on school funding, with no year limitations, from Google Scholar? I’m interested in how these changes impact resource allocation at various educational levels.",Education
"Please retrieve 10 papers on neural networks, no year restriction, from IEEE Xplore",Computer_Science
"Research on ethical AI practices, find 10 papers published since 2021 from Google Scholar",Computer_Science
"I need to find 10 papers on quantum computing applications from arXiv, no year restriction",Computer_Science
"A comprehensive review of cybersecurity threats in IoT, please find 10 papers published in the last 5 years from ScienceDirect",Computer_Science
"Looking for studies on natural language processing advancements, retrieve 10 papers from Google Scholar without year restrictions",Computer_Science
"Investigate edge computing solutions for real-time systems, please find 10 papers published in the last 3 years from IEEE Xplore",Computer_Science
"I would like to obtain 10 papers on recommender systems, no year restrictions, from ACM Digital Library",Computer_Science
"Conduct a detailed search for papers discussing ethical implications of autonomous vehicles, find 8 papers published after 2020 from SpringerLink",Computer_Science
"Please pull 10 papers on the impact of 5G technology on networking, no year restriction, from Google Scholar",Computer_Science
"Research on explainable AI methods and their applications, please retrieve 10 papers published since 2019 from arXiv for a comprehensive understanding of recent developments",Computer_Science
"I need 10 papers on hypertension management from PubMed, no year restriction",Medicine
"Retrieve 10 recent studies on diabetes treatment strategies from Google Scholar, focusing on years 2020 and beyond",Medicine
Find 10 papers regarding mental health interventions for adolescents published after 2019 from PubMed,Medicine
"Explore the effects of nutrition on cardiovascular health, retrieve 10 papers with no year restriction from Google Scholar",Medicine
"I am looking for 10 studies on the effectiveness of telemedicine during the pandemic, published from 2020 onwards from PubMed",Medicine
"Collect 10 papers discussing gene therapy advancements for hereditary diseases from Google Scholar, no year restriction",Medicine
"Investigate the role of probiotics in gut health, retrieve 10 papers published since 2018 from PubMed, focusing on clinical trials",Medicine
"I want 5 papers on the impact of exercise on mental health, specifically during the COVID-19 pandemic, from Google Scholar, no year restriction",Medicine
"Find 10 papers on advancements in surgical techniques for cancer treatment from PubMed, published after 2021 to ensure current research",Medicine
"Please retrieve 10 comprehensive reviews on vaccine development processes, published since 2020, from Google Scholar",Medicine
Please retrieve 10 papers on the impact of magical realism in contemporary literature from Google Scholar,Literature
"Find 8 papers discussing the role of women in Victorian novels, published from 2000 to 2021 from JSTOR",Literature
"Research on post-colonial literature, retrieve 5 papers, no year restriction from Google Scholar",Literature
"Investigate the use of unreliable narrators in literature, find 10 papers, published after 2010 from JSTOR",Literature
"Please provide 12 papers analyzing the themes of identity in modern poetry, with no limitations on publication year, from Google Scholar",Literature
"Explore the evolution of dystopian fiction, retrieve 7 papers published after 2015 from JSTOR. This should include various authors and their contributions to the genre.",Literature
"Find 9 academic papers focused on the significance of intertextuality in literature, no year restriction, accessed through Google Scholar",Literature
"Please gather 8 studies on the representation of race in American literature, published between 2010 and 2023, using JSTOR as the source. I’m particularly interested in both historical and contemporary perspectives.",Literature
"Retrieve 10 papers examining the influence of existential philosophy on modernist literature, with no restrictions on publication year, from Google Scholar",Literature
"Summarize 5 research papers on the nature of narrative voice in short stories, no publication year restrictions, from JSTOR. I'm looking for various styles and approaches in this area.",Literature
"I need to retrieve 10 papers on marine biodiversity from Google Scholar, no year restriction",Other
"Find 6 papers on the effects of global warming on agriculture, published after 2018 from JSTOR",Other
"Research on economic impacts of tourism, retrieve 8 papers from Google Scholar, no year restriction",Other
"A thorough investigation into the role of blockchain in supply chain management, collect 10 papers, published after 2021 from JSTOR",Other
"Studies on the psychological effects of social media use among teenagers, retrieve 5 papers from Google Scholar, no year restriction",Other
"Analyze the relationship between cultural heritage preservation and community development, find 7 papers, published after 2017 from JSTOR",Other
"I am looking for 10 papers on the influence of government policies on renewable energy adoption, no year restriction from Google Scholar",Other
"Comprehensive assessment of the impact of urban green spaces on public health, retrieve 8 papers, published after 2019 from JSTOR",Other
"Research on the financial implications of climate change on coastal cities, collect 6 papers from Google Scholar, no year restriction",Other
"Detailed review of ethical considerations in artificial intelligence implementation across different industries, retrieve 10 papers, published after 2020 from JSTOR",Other
"I would like to retrieve 10 papers on the impact of online learning on student engagement, with no restrictions on the year, from Google Scholar",Education
"Please find 10 papers discussing the role of multicultural education in today’s classrooms, published between 2015 and 2022, crawl from ERIC",Education
"I need 10 papers on strategies for enhancing critical thinking skills in higher education, with no year restrictions, from PubMed",Education
"Explore the influence of parental involvement on student achievement, looking for 10 relevant papers published in the last 5 years, from Google Scholar",Education
"Can you find 10 papers that analyze the effectiveness of differentiated instruction on diverse learners, focusing on materials published after 2021, from JSTOR?",Education
"I am searching for 10 papers examining the correlation between school environment and student mental health, with no restrictions on the publication year, from Springer",Education
"Find 10 papers related to the integration of artificial intelligence in education, published in the last 2 years, crawling from IEEE",Education
"Investigate the role of social-emotional learning in primary education, aiming for 10 papers published after 2019, from Google Scholar",Education
"I need to retrieve 10 academic papers on the challenges and successes of remote teaching during the COVID-19 pandemic, with a focus on any relevant publication year, from ERIC",Education
"Please gather 10 papers addressing the issue of educational equity, specifically focusing on socioeconomic factors, published since 2017, and retrieve them from ResearchGate",Education
"Please retrieve 10 papers on quantum computing advancements, no year restriction, from IEEE Xplore",Computer_Science
"Research on natural language processing techniques, find 10 papers published after 2021 from Google Scholar",Computer_Science
"I need to find 10 papers on cybersecurity trends, no year restriction, from ACM Digital Library",Computer_Science
"Comprehensive study on the impact of artificial intelligence in healthcare, find 10 papers published in the last 2 years from PubMed",Computer_Science
"Detailed examination of neural network architectures for image classification, find 10 papers published after 2018 from arXiv",Computer_Science
"Please retrieve 10 papers related to the Internet of Things (IoT) and smart cities, published from 2019 to 2022, from IEEE Xplore",Computer_Science
"Explore the current landscape of edge computing, find 10 papers published in the last year from Google Scholar",Computer_Science
"Research on the ethical implications of AI technologies, find 10 papers with no year restrictions from ACM Digital Library",Computer_Science
"Examination of reinforcement learning applications in robotics, please retrieve 10 papers from 2020 onwards from arXiv",Computer_Science
"Study on advancements in autonomous vehicle technology, find 10 papers published in the last 5 years from IEEE Xplore, focusing on safety and reliability",Computer_Science
"I need 10 papers on diabetes management from PubMed, no year restriction",Medicine
"Latest studies on mental health in adolescents, retrieve 8 papers from Google Scholar, published after 2020",Medicine
Find 10 papers on antibiotic resistance published from 2019 onward from PubMed,Medicine
"I'm looking for recent advancements in telemedicine, specifically during the COVID-19 pandemic. Please retrieve 12 papers from Google Scholar, with no year restriction.",Medicine
"Search for 10 papers on the efficacy of mRNA vaccines in adults, published prior to 2023 from PubMed",Medicine
"I would like to explore research on the impact of nutrition on cancer recovery. Please find 8 papers from Google Scholar, published after 2017",Medicine
"Retrieve 10 papers on the relationship between sleep disorders and chronic illness from PubMed, with no year limitations",Medicine
"Find 6 papers on advancements in gene therapy for rare diseases, published after 2019 from Google Scholar. I'm particularly interested in novel treatment methods and their efficacy.",Medicine
"I need 10 papers focused on the psychological effects of COVID-19 lockdowns, published in 2021 or later from PubMed",Medicine
"Explore 8 studies on the relationship between exercise and mental health in older adults, retrieve papers from Google Scholar, with no year restriction. Detailed assessments and intervention studies would be especially useful.",Medicine
Please retrieve 10 papers on the role of metafiction in contemporary literature from Google Scholar,Literature
"Find 10 papers on postcolonial themes in 21st-century novels, no year restriction from JSTOR",Literature
"Research the evolution of literary realism, please retrieve 8 papers from 2000 onwards from Google Scholar",Literature
"Explore the impact of digital media on poetry and contemporary poets, find 6 papers with no publication year restrictions from JSTOR",Literature
"Investigate the portrayal of mental illness in modern literature, please retrieve 10 papers published after 2018 from Google Scholar",Literature
"Please find 10 papers discussing the influence of oral traditions on African literature, no year restriction, from JSTOR",Literature
"Comprehensive study on the use of unreliable narrators in fiction, retrieve 5 papers from Google Scholar, published between 2010 and 2021",Literature
"Detailed analysis of the intersection of race and identity in American literature, please find 7 papers from the last decade from JSTOR",Literature
"Research on the adaptation of classical literature into contemporary films, retrieve 10 papers, no year restriction from Google Scholar",Literature
"Investigate eco-criticism in contemporary literature, focusing on its themes and methodologies; please find 8 papers from JSTOR, published after 2015",Literature
"I want to retrieve 10 papers on the effects of global warming from Google Scholar, no year restriction",Other
"Please find 8 papers discussing the economic impact of tourism from JSTOR, no year restriction",Other
"Research on behavioral economics, retrieve 7 papers from Google Scholar, no year restriction",Other
"I need a comprehensive study on the applications of quantum physics in modern technology. Please retrieve 10 papers from Google Scholar, published after 2018",Other
"Find 6 papers on the relationship between urban planning and social equity from JSTOR, no year restriction",Other
"Explore the impact of migration on cultural identities, retrieve 5 papers from Google Scholar, published after 2020",Other
"Studies on the ethics of artificial intelligence, please find 8 papers from JSTOR, no year restriction",Other
"I am looking for in-depth analyses of the effects of social media on mental health. Please retrieve 10 papers from Google Scholar, published after 2019",Other
"Research on sustainable agricultural practices, find 9 papers from JSTOR, no year restriction",Other
"Detailed examination of the influence of trade policies on developing economies, retrieve 10 papers from Google Scholar, no year restriction",Other
"Retrieve 10 papers on the impact of online learning on student engagement, no year restriction, from Google Scholar",Education
"Find 7 papers focusing on inclusive education strategies for students with disabilities, published since 2019, from PubMed",Education
"I would like to see 10 papers regarding the role of parental involvement in academic success, with no specific year restrictions, crawl from Google Scholar",Education
"Search for 5 papers on the integration of technology in classroom settings, ideally published in the last 3 years, from IEEE",Education
"Locate 12 papers discussing the effectiveness of project-based learning in STEM education, no year restrictions, from Google Scholar",Education
"Please gather 10 papers analyzing the impact of teacher training programs on student outcomes, focusing on studies published after 2020, from ERIC",Education
"I'm interested in 6 papers that explore the relationship between socioeconomic status and educational achievement, with no publication year constraints, from Google Scholar",Education
"Find 10 papers examining the influence of school climate on student mental health, preferably from the last 5 years and crawled from JSTOR",Education
"Look for 8 papers on the effects of standardized testing on student motivation and learning, published since 2018, and crawl from Google Scholar",Education
"Investigate the trends in educational policy reforms over the last decade and their impact on classroom practices. Please retrieve 10 papers, with no year restrictions, from ERIC",Education
Please retrieve 10 papers on deep learning applications in healthcare from IEEE Xplore,Computer_Science
"Research on the impact of quantum computing on encryption methods, find 10 papers from Google Scholar",Computer_Science
"I need to find 10 papers focusing on natural language processing techniques, no year restriction, from arXiv",Computer_Science
"A comprehensive review of AI ethics in technology, please find 10 papers published in the last 5 years from Springer",Computer_Science
"Please search for 10 papers discussing edge computing in IoT environments, with no year restrictions, from ACM Digital Library",Computer_Science
"I am interested in 10 papers regarding software development methodologies, especially Agile and DevOps, published after 2018, from IEEE Xplore",Computer_Science
"Explore 10 recent studies on cybersecurity threats and mitigation strategies from Google Scholar, looking for works published since 2020",Computer_Science
"Please gather 10 papers on the advancements in cloud computing technology, with a focus on hybrid clouds, from arXiv, no year restriction",Computer_Science
"Find 10 papers on the integration of AI in educational technology, ensuring the publications span the last 4 years, from Springer",Computer_Science
"I need a collection of 10 papers discussing the ethical implications of machine learning in society, focusing on the last 3 years, from ACM Digital Library",Computer_Science
"I need 10 papers on diabetes management strategies from PubMed, no year restriction",Medicine
"Retrieve 5 studies on the impact of vaccines on public health from Google Scholar, published after 2015",Medicine
Find 10 papers on mental health treatment approaches published after 2019 from PubMed,Medicine
"Please gather 8 articles related to the advancements in telemedicine, focusing on their effectiveness during the pandemic, from Google Scholar, with no year restriction",Medicine
"I would like to retrieve 6 papers on gene therapy for rare diseases from PubMed, published since 2020",Medicine
"Search for 10 papers discussing the effects of climate change on human health, with emphasis on respiratory diseases, from Google Scholar, no year restriction",Medicine
"Find 4 papers on the correlation between diet and cardiovascular health, published after 2018 from PubMed",Medicine
"I am interested in obtaining 8 articles examining the long-term effects of COVID-19 on mental health, with a focus on adolescents and young adults, from Google Scholar, published since 2021",Medicine
"Retrieve 10 studies on the benefits of mindfulness-based interventions for chronic pain management from PubMed, no year restriction",Medicine
"Collect 7 papers on the role of gut microbiota in autoimmune diseases, with recent findings from the last 3 years, from Google Scholar",Medicine
Retrieve 10 papers on the themes of alienation in modernist literature from Google Scholar,Literature
"Find 5 papers discussing the role of women in Victorian poetry, published between 2000 and 2010 from JSTOR",Literature
"Please gather 8 papers on the impact of postcolonial theory on contemporary literary criticism, with no year restriction from Google Scholar",Literature
"Research the evolution of the novel form in the 19th century, retrieve 10 papers, no year restriction from JSTOR",Literature
"Find 6 papers on the depiction of nature in Romantic literature, published after 2010 from Google Scholar",Literature
"Analyze the representation of race in American literature, please retrieve 10 papers, including those published in the last decade from JSTOR",Literature
"Look for 5 papers on the influence of mythology in contemporary fiction, focusing on works from the last 15 years from Google Scholar",Literature
"Conduct a study on the role of metafiction in 21st-century literature, retrieve 7 papers, no year restriction from JSTOR",Literature
"Research the cultural impact of dystopian novels in the 21st century, find 10 papers published after 2015 from Google Scholar",Literature
"Examine the intersection of literature and psychology in character development, retrieve 12 papers, focusing on those published since 2010 from JSTOR",Literature
"I need to retrieve 10 papers on the effects of pollution on biodiversity from Google Scholar, published after 2018",Other
"Find 8 studies on the economic impacts of tourism, no year restriction, from JSTOR",Other
"Research on the history of political revolutions, retrieve 10 papers from Google Scholar, no year restriction",Other
"I am looking for a comprehensive review of advancements in renewable energy technologies, please retrieve 7 papers published after 2020 from JSTOR. This topic is critical as we explore sustainable energy solutions for the future.",Other
"Retrieve 5 papers on the implications of artificial intelligence in the workplace, with no year restrictions, from Google Scholar. Understanding this can help businesses adapt to technology changes effectively.",Other
"Search for 10 academic papers about the relationship between global trade and economic development, no publication year restrictions, from JSTOR",Other
"I need 8 papers discussing the social impacts of immigration policy changes, published after 2017 from Google Scholar. This is particularly important for understanding current dynamics in society.",Other
"Retrieve 6 studies focused on the effects of climate change on agricultural productivity, no year restrictions from JSTOR. This research is vital for developing strategies to ensure food security.",Other
"Find 10 papers on the impact of cultural heritage on community identity from Google Scholar, published after 2019",Other
"I am looking for 5 research articles on the role of women in leadership positions across different cultures, no year restrictions, from JSTOR. This topic is significant as it addresses gender equality in leadership roles globally.",Other
"Please find 10 papers on the impact of online learning on student engagement, no year restriction, from Google Scholar",Education
"I need to retrieve 7 articles discussing cultural responsiveness in classroom settings, preferably published in the last 3 years, from ERIC",Education
"Can you locate 10 studies on bilingual education strategies for early childhood, with no restrictions on publication year, sourced from JSTOR",Education
"Searching for 5 papers analyzing the correlation between emotional intelligence and academic success, preferably published after 2019, using Google Scholar",Education
"Retrieve 12 papers exploring STEM education initiatives in underrepresented communities, focusing on publications in the last 4 years, from PubMed",Education
"I would like to find 8 articles on innovative assessment techniques in higher education, no year restrictions, crawling from ResearchGate",Education
"Investigate the role of parental involvement in student academic performance, looking for 10 papers published since 2020, sourced from Google Scholar",Education
"Please gather 15 studies related to the effects of mindfulness practices on student stress levels in schools, aiming for publications within the last 5 years, from Wiley Online Library",Education
"Find 10 academic papers on teacher professional development programs and their impacts on instructional practices, published between 2015 and 2021 from ERIC",Education
"I need to retrieve 5 articles focused on the use of artificial intelligence in personalized learning environments, with no publication year restrictions, using IEEE",Education
"Please retrieve 10 papers on neural networks, no year restriction, from IEEE Xplore",Computer_Science
Find 10 papers discussing natural language processing techniques published in 2021 from Google Scholar,Computer_Science
"I need to retrieve 8 papers on cybersecurity threats and mitigation strategies from ACM Digital Library, no year restriction",Computer_Science
"Search for 10 papers focused on edge computing applications in IoT, published in the last 2 years, from SpringerLink",Computer_Science
"Explore 5 papers about quantum computing advancements and their implications for cryptography from ArXiv, no year restriction",Computer_Science
"Please find 10 papers on the use of artificial intelligence in healthcare, published after 2020, from PubMed",Computer_Science
"I am looking for 7 papers discussing the evolution of programming languages, published in the last decade, from Google Scholar",Computer_Science
"Retrieve 10 papers on data mining techniques in big data analytics, with no year restriction, from ScienceDirect",Computer_Science
"Find a selection of 5 papers on the ethical considerations of AI development, published during 2019-2022, from IEEE Xplore",Computer_Science
"I would like to see 10 papers that delve into augmented reality applications in education, with no year restriction, from ACM Digital Library",Computer_Science
"Retrieve 10 papers on diabetes management from PubMed, no year restriction",Medicine
"I need 5 recent studies on mental health interventions, published after 2020, from Google Scholar",Medicine
"Find 10 articles on the role of genetics in cardiovascular diseases, no year restrictions, from PubMed",Medicine
"Detailed analysis of the efficacy of vaccines in young adults, retrieve 8 papers, published after 2021 from Google Scholar",Medicine
"Search for 10 research papers on antibiotic resistance, published after 2019, from PubMed",Medicine
"Investigate the impact of nutrition on cancer recovery, retrieve 12 papers, no year restriction from Google Scholar, focusing on clinical trials and interventions",Medicine
"Find 6 papers about the use of telemedicine in rural healthcare settings, published after 2018 from PubMed",Medicine
"I need 10 insights on the consequences of COVID-19 on mental health, published after 2020, from Google Scholar",Medicine
"Gather 7 articles on emerging trends in pediatric medicine, focusing specifically on technology integration, published after 2021 from PubMed",Medicine
"Retrieve 10 studies on chronic pain management approaches, published after 2020, with a focus on non-pharmacological solutions from Google Scholar",Medicine
Please retrieve 10 papers on the role of memory in contemporary literature from JSTOR,Literature
Find 5 papers discussing the representation of race in 19th-century American literature from Google Scholar,Literature
"Research on eco-criticism in modern poetry, retrieve 8 papers, published after 2018 from JSTOR",Literature
"Examine the use of unreliable narrators in 21st-century fiction, please find 10 papers, no year restriction from Google Scholar",Literature
"Investigate the impact of social media on narrative forms in literature, retrieve 6 papers, from 2015 onwards, from JSTOR",Literature
"Please retrieve 10 papers on the evolution of the novel from the Victorian era to the present, no year restriction, from Google Scholar",Literature
"Find 7 papers focused on the theme of isolation in post-war literature, published after 2010, from JSTOR",Literature
"Comprehensive overview of magical realism in Latin American literature is requested; please retrieve 9 papers from Google Scholar that cover this topic, with no restrictions on publication year",Literature
"Explore the significance of intertextuality in 20th-century poetry, please find 12 papers published after 2015 from JSTOR",Literature
"Please retrieve 5 papers on the narrative strategies in modernist literature, with no restrictions on publication year, from Google Scholar",Literature
"I need to retrieve 10 papers on renewable energy technologies from Google Scholar, no year restriction",Other
"Research on effective waste management strategies, find 6 papers from JSTOR, no year restriction",Other
"Studies on the economic impact of tourism, retrieve 8 papers from Google Scholar, no year restriction",Other
"A comprehensive overview of the history of international relations in the 20th century, please retrieve 10 papers, published since 2018 from JSTOR. This should include various perspectives and key events that shaped modern diplomacy.",Other
"Investigate the effects of artificial intelligence on job markets, retrieve 7 papers from Google Scholar, no year restriction. I'm particularly interested in how AI is reshaping various industries and employment trends.",Other
"Analysis of gender roles in contemporary media, find 5 papers, from JSTOR, no year restriction",Other
"I'd like to gather research on the psychological effects of social media usage among adolescents, retrieve 8 papers from Google Scholar, published after 2020. Context on mental health trends would be helpful.",Other
"Retrieve 10 papers about the impact of climate change on biodiversity from JSTOR, no year restriction",Other
"Research on global supply chain management strategies, find 6 papers, no year restriction from Google Scholar. Focus on innovations and adjustments made due to recent global events.",Other
"Comprehensive analysis of the role of art in social change, retrieve 7 papers from JSTOR, published since 2019. This should encompass various artistic forms and their influence on societal movements.",Other
"I would like to retrieve 10 papers on the impact of remote learning on student engagement, with no year restrictions, from Google Scholar",Education
"Please find 6 papers discussing the effectiveness of inclusive education practices, published after 2019, crawling from ERIC",Education
"I'm looking for 10 papers on the role of emotional intelligence in teaching, with no publication year limitations, from JSTOR",Education
Could you investigate the influence of classroom environment on student motivation? I'm interested in 10 papers published in the last 3 years from Springer,Education
"Retrieve 5 papers on the use of gamification in higher education, focusing on student outcomes, published after 2020, from Google Scholar",Education
"I need 8 papers on culturally responsive pedagogy and its effects on student learning, with no year restrictions, crawling from Education Resources Information Center (ERIC)",Education
"Find 10 papers examining the relationship between parental involvement and student achievement, preferably published after 2017, from Academic Search Complete",Education
"Can you gather 12 papers on educational technology implementation challenges in K-12 schools, looking for recent publications from the last 4 years from IEEE",Education
"I seek 10 papers regarding strategies for teaching STEM subjects to young learners, with no date restrictions, from Google Scholar",Education
"Please locate 7 papers that analyze the effects of standardized testing on education systems, focusing on both policy and practice, published in the last decade, from PubMed",Education
Please retrieve 10 papers on natural language processing applications from IEEE Xplore,Computer_Science
"Looking for 15 research papers on quantum computing advancements, no year restriction, from Google Scholar",Computer_Science
"Find 10 academic papers related to cyber security threats, no year restriction, from ACM Digital Library",Computer_Science
"I need 8 papers discussing deep learning techniques in image recognition, published after 2021, from SpringerLink",Computer_Science
"Please gather 12 papers on the ethical implications of AI, focusing on research published in the last two years, from arXiv",Computer_Science
"Research on Internet of Things (IoT) applications in smart cities, find 10 papers published after 2019 from IEEE Xplore",Computer_Science
"I’m looking for 6 academic papers on the performance of NoSQL databases versus relational databases, with no year restrictions, from Google Scholar",Computer_Science
"Comprehensive overview of edge computing technologies and their impact on cloud computing, please find 10 papers published in the last 3 years from ACM Digital Library",Computer_Science
"Detailed investigation into programming languages for data analysis, retrieve 5 papers from 2018 to 2022 from SpringerLink",Computer_Science
"Please find 10 research papers focusing on the role of AI in software development methodologies, no year restriction, from Wiley Online Library",Computer_Science
"Retrieve 10 papers on diabetes management practices from PubMed, no publication year restrictions",Medicine
"I need 8 papers focusing on the relationship between mental health and heart disease, published after 2019 from Google Scholar",Medicine
"Find 10 research articles on the efficacy of mRNA vaccines, no year restriction from PubMed",Medicine
"Obtain 5 papers discussing telemedicine's impact on patient care during the pandemic, published after 2020 from Google Scholar",Medicine
"Looking for 12 studies on antimicrobial resistance in hospitals, please retrieve papers published after 2018 from PubMed",Medicine
"Conduct a thorough search for 10 papers investigating new therapies for Alzheimer's disease, focusing on research published in the last five years from Google Scholar",Medicine
"I need 7 papers analyzing the effects of nutrition on autoimmune disorders, with no year restriction, available from PubMed",Medicine
"Please find 10 articles that explore the implications of electronic health records on patient outcomes, ideally published in the last three years from Google Scholar",Medicine
"Searching for 6 papers on the advancements in minimally invasive surgical techniques, published in 2021 or later from PubMed, to support my research",Medicine
"Retrieve 10 research studies on the psychological effects of chronic illness on patients, with no restrictions on publication year from Google Scholar",Medicine
Please retrieve 10 papers on the role of nature in Romantic poetry from Google Scholar,Literature
"Find 10 papers focusing on postcolonial themes in contemporary novels, no year restriction from JSTOR",Literature
Search for 5 papers discussing the representation of race in 19th-century American literature from Google Scholar,Literature
"Look for 8 papers analyzing the evolution of the short story form in the 21st century, published after 2018 from JSTOR",Literature
"Investigate the impact of digital literature on traditional storytelling, find 10 papers, no year restriction from Google Scholar",Literature
"Retrieve 12 papers exploring the connection between trauma and narrative structure in modern fiction, no year restriction from JSTOR",Literature
"Find 6 papers on women’s roles in Victorian literature, published after 2010 from Google Scholar",Literature
"Please locate 10 papers examining the use of irony in 20th-century American poetry, no year restriction from JSTOR",Literature
"Research the influence of existential philosophy on 20th-century literature, retrieve 7 papers, published between 2010 and 2023 from Google Scholar",Literature
"Explore the theme of dystopia in literature, find 10 relevant papers, with no restrictions on publication year, from JSTOR",Literature
"Find 10 papers on the effects of air pollution on human health from Google Scholar, no year restriction",Other
"Research on blockchain technology applications in supply chain management, retrieve 8 papers from JSTOR, no year restriction",Other
"Retrieve 10 papers on advancements in renewable energy storage solutions from Google Scholar, no year restriction",Other
"I need a comprehensive analysis of the impacts of globalization on local economies, please find 10 papers published after 2018 from JSTOR",Other
"Studies on the role of social media in political mobilization, retrieve 6 papers, no year restriction from Google Scholar",Other
"Investigate the relationship between biodiversity and ecosystem services, find 7 papers from JSTOR, no year restriction",Other
"A detailed overview of psychological effects in organizational behavior, please retrieve 5 papers published after 2020 from Google Scholar",Other
"Research on sustainable agricultural practices and their economic impacts, find 10 papers, no year restriction from JSTOR",Other
"I need to gather 6 papers on the historical implications of colonialism on modern law from Google Scholar, no year restriction",Other
"Please find a selection of 8 papers discussing the evolution of consumer behavior with the advent of the internet, retrieve from JSTOR, no year restriction",Other
"I need to retrieve 10 papers on the impact of STEM education in elementary schools, with no year restrictions, from Google Scholar",Education
"Please find 10 papers on the benefits of bilingual education, published after 2019, crawling from JSTOR",Education
"Can you get me 10 papers discussing online learning effectiveness during the COVID-19 pandemic, ideally published in the last 3 years from PubMed",Education
"I'm looking for 10 papers on the integration of social-emotional learning in high school curriculums, no year restrictions, please pull from ERIC",Education
"Find 10 papers on the role of parental involvement in student success, focusing on urban education settings, published after 2020, crawling from Google Scholar",Education
Research the effects of classroom environment on student motivation and engagement; I’d like 10 papers with no year limitations from Scopus,Education
"I’d like to explore 10 papers addressing equity in education for marginalized populations, with an emphasis on recent studies published after 2021, from Springer",Education
"Investigate the use of gamification in higher education settings, specifically looking for 10 papers published in the last 5 years, crawling from IEEE",Education
"Please retrieve 10 papers on the importance of teacher professional development programs on student learning outcomes, with no year restrictions, from Google Scholar",Education
"Find 10 papers analyzing the effectiveness of different grading systems on student performance, focusing on research from the last decade, crawling from ERIC",Education
"Please retrieve 10 papers on neural network architectures, no year restriction, from Google Scholar",Computer_Science
"Research on natural language processing techniques, find 10 papers published after 2021 from IEEE Xplore",Computer_Science
"I need to find 10 papers discussing cybersecurity threats and solutions from ACM Digital Library, no year restriction",Computer_Science
"Please gather 15 papers on quantum computing applications in cryptography from arXiv, no year restriction",Computer_Science
"A comprehensive review on the impact of artificial intelligence in healthcare, find 10 papers published in the last 2 years from Google Scholar",Computer_Science
"I'm interested in 8 recent studies on the ethical implications of autonomous systems, specifically published after 2020, from SpringerLink",Computer_Science
"Please find 5 papers focusing on edge computing performance optimization from IEEE Xplore, no year restriction, and provide the abstracts",Computer_Science
"Explore advancements in augmented reality technologies in education, and retrieve 12 papers from Google Scholar, published after 2019",Computer_Science
"Investigate the role of big data analytics in business intelligence, find 10 papers published in the last 4 years from ACM Digital Library",Computer_Science
"I need an overview of recent research on software engineering practices, specifically agile methodologies, with 10 papers published since 2020 from ScienceDirect",Computer_Science
"Retrieve 10 papers on diabetes management from PubMed, with no year restrictions",Medicine
"I need 5 recent studies on the effects of telemedicine in psychological health care from Google Scholar, focusing on research published since 2020",Medicine
"Find 8 papers on the latest advancements in gene therapy from PubMed, published after 2019",Medicine
"Investigate the role of the gut microbiome in autoimmune diseases, retrieve 10 papers, published after 2020 from Google Scholar. Look for studies that provide a comprehensive overview of the current understanding in this field",Medicine
"Gather 6 papers on the impact of vaccination on public health from PubMed, with no year restrictions",Medicine
"I'm looking for 10 studies evaluating the effectiveness of new cancer screening methods published after 2021 from Google Scholar, please include a mix of clinical trials and review articles",Medicine
